word,derivation
आत्मभू,"['इत्यनेन सूत्रेण क्विप् प्रत्यये, `आत्मभू  इति रूपं भवति ।']"
सुरज्येष्ठ,[' 1 2 42  इत्यनेन सूत्रेण समासत्वात् `सुरज्येष्ठ  इति रूपं भवति ।']
सुरज्येष्ठ,['`सुरज्येष्ठ  इति रूपं सिध्यति ।']
सुरज्येष्ठ,"['`सुरेषु ज्येष्ठः  इति विग्रहे,  सप्तमी शौण्डैः   2 1 40  इत्यनेन तत्पुरुष']"
सुरज्येष्ठ,['समासत्वात् `सुरज्येष्ठ  इति रूपं भवति ।']
सुरज्येष्ठ,['सुरश्चासौ ज्येष्ठश्च  इति विग्रहे  तत्पुरुषः समानाधिकरणे कर्मधारयः']
सुरज्येष्ठ,"['सुराणां ज्येष्टः इति विग्रहे,  षष्टी   2 2 8  इत्यनेन तत्पुरुष समासत्वात्,']"
परमेष्ठिन्,"[' स्थास्थिन् स्थृणामुपासंख्यानम्   वा.8 3 97  इत्यनेन वार्तिकेन षत्वे च, परमेष्ठिन्']"
परमेष्ठिन्,['इति रूपं भवति ।']
परमेष्ठिन्,"['परमे तिष्ठति इति शब्दात्,  परमे कित्ठ  4 20  इत्यनेन सूत्रेण `इन्']"
परमेष्ठिन्,"['प्रत्यये,  तत्पुरुषे कृति बहुलं   6 3 26  इत्यनेन सूत्रेण  इन्  प्रत्ययस्य अलुकि,']"
पितामह,"['इत्यनेन वार्तिकेन, आनङ् आदेशो महत् प्रत्ययश्च निपातितत्वात् `पितामह  इति रूपं']"
पितामह,"['इत्यनेन सूत्रेण पितामह इति शब्दः निपात्यते । किञ्च,  मातृपितृभ्यां पितरि डामहच्']"
पितामह,['पितृणां पिता इत्यस्मिन् अर्थे  पितृव्यमातुलमातामहपितामहाः   4 3 26']
पितामह,['सिध्यति ।']
हिरण्यगर्भ,['कन्यन् हिरच्  इत्यनेन उणादि सूत्रेण `कन्यन्  प्रत्ययः  हिरोदेशश्च भवति ।']
हिरण्यगर्भ,['पूर्वपदात्संज्ञायां अद्यः  8 4 3  इत्यनेन नस्य णत्वे च हिरण्य इति रूपं सिध्यति ।']
हिरण्यगर्भ,['सूत्रेण समासत्वात् `हिरण्यगर्भ  इति रूपं भवति ।']
